open,close,low,high
1.08226,1.082515,1.082255,1.08252
1.08252,1.08262,1.082485,1.08262
1.082615,1.082545,1.082475,1.08266
1.082545,1.082615,1.08247,1.082625
1.08262,1.082915,1.082605,1.08293
1.08292,1.08293,1.082855,1.083025
1.082925,1.082995,1.082745,1.083005
1.08299,1.08282,1.0828,1.083125
1.082815,1.082785,1.08264,1.082835
1.08279,1.08311,1.08278,1.08311
1.083105,1.08305,1.08294,1.083125
1.08305,1.082635,1.082635,1.08305
1.082635,1.08254,1.0825,1.08266
1.082535,1.082485,1.08242,1.08263
1.08249,1.0824,1.082385,1.082625
1.082405,1.08221,1.08217,1.082415
1.082205,1.08239,1.082205,1.08249
1.082385,1.08247,1.082385,1.082565
1.08247,1.082485,1.082465,1.082645
1.08249,1.08263,1.08249,1.08271
1.082625,1.082625,1.08253,1.08271
1.082615,1.08287,1.082615,1.082895
1.082865,1.08306,1.08286,1.08307
1.08307,1.08316,1.08307,1.083225
1.08316,1.083265,1.08314,1.08328
1.083275,1.08321,1.083195,1.083325
1.08321,1.083225,1.083095,1.08323
1.083225,1.083075,1.08305,1.083225
1.083075,1.083065,1.082955,1.08313
1.083055,1.08313,1.08304,1.08317
1.083135,1.0831,1.08307,1.083235
1.083095,1.083245,1.08309,1.08326
1.08325,1.083175,1.083135,1.08326
1.083175,1.083065,1.08302,1.083175
1.08306,1.08313,1.08305,1.083175
1.083125,1.08305,1.08294,1.083125
1.083055,1.08326,1.08305,1.08328
1.083255,1.08301,1.08301,1.083255
1.08301,1.082665,1.082645,1.083055
1.08266,1.08261,1.082565,1.082685
1.082615,1.08247,1.082445,1.082655
1.082475,1.082705,1.082475,1.08276
1.0827,1.08265,1.08261,1.082725
1.08265,1.082745,1.082635,1.08275
1.08275,1.082695,1.08258,1.082755
1.082695,1.08274,1.082645,1.082775
1.08274,1.082445,1.08239,1.082835
1.08245,1.082475,1.082285,1.08248
1.08248,1.082295,1.082275,1.08248
1.082295,1.08228,1.08224,1.0823
1.082285,1.082205,1.08219,1.08233
1.0822,1.082125,1.082115,1.0822
1.08213,1.082455,1.08213,1.082555
1.08245,1.08236,1.082355,1.08252
1.082355,1.082495,1.08234,1.082505
1.0825,1.082345,1.082315,1.0825
1.08235,1.082245,1.082245,1.0824
1.082245,1.082255,1.08219,1.08227
1.08225,1.08211,1.082105,1.082265
1.082115,1.082055,1.082005,1.082145
1.08206,1.08217,1.08206,1.08225
1.082175,1.082175,1.0821,1.08222
1.08217,1.082125,1.08203,1.08217
1.08213,1.082095,1.08204,1.08217
1.082095,1.08205,1.08204,1.08211
1.08204,1.08185,1.08184,1.08204
1.081845,1.08184,1.08176,1.0819
1.081845,1.08196,1.08184,1.08204
1.08196,1.081955,1.08195,1.082035
1.08195,1.081905,1.081875,1.081985
1.08191,1.08218,1.081895,1.08218
1.082185,1.0823,1.082165,1.082305
1.082295,1.082205,1.082175,1.0824
1.082205,1.08216,1.08214,1.08221
1.082155,1.082155,1.082065,1.082205
1.08216,1.08208,1.08208,1.082185
1.082085,1.081855,1.081785,1.082125
1.081855,1.08175,1.08156,1.08187
1.081755,1.081755,1.08168,1.08181
1.08175,1.08175,1.08168,1.08185
1.081755,1.081585,1.08157,1.08177
1.081585,1.081385,1.081325,1.081585
1.08138,1.081285,1.08121,1.081385
1.08129,1.08139,1.081205,1.0814
1.08139,1.08157,1.081305,1.081575
1.081565,1.081655,1.0815,1.08168
1.08166,1.08177,1.08161,1.08178
1.081775,1.08176,1.08176,1.08188
1.08176,1.08176,1.08165,1.0819
1.081765,1.08199,1.08176,1.082
1.08199,1.08181,1.081805,1.08208
1.081815,1.081775,1.081675,1.081865
1.081765,1.082225,1.08176,1.082295
1.08222,1.08238,1.082115,1.082385
1.082375,1.08259,1.08231,1.08262
1.082585,1.082605,1.08247,1.08263
1.08261,1.082705,1.08261,1.082885
1.082705,1.08282,1.0827,1.08282
1.082815,1.08281,1.08275,1.08283
1.082805,1.082745,1.08267,1.08283
1.082735,1.082575,1.08256,1.08282
1.082575,1.08267,1.082575,1.0827
1.082665,1.08266,1.082655,1.082825
1.082665,1.082765,1.0826,1.082795
1.082755,1.082765,1.082685,1.08281
1.082755,1.08279,1.082715,1.082865
1.082785,1.08278,1.082655,1.082795
1.08278,1.082725,1.082665,1.08279
1.08273,1.08275,1.08265,1.0828
1.08275,1.082705,1.082655,1.08276
1.0827,1.08265,1.08261,1.08277
1.082655,1.08235,1.08235,1.082665
1.08235,1.082255,1.08218,1.0824
1.08226,1.08226,1.082235,1.08229
1.08226,1.082195,1.082185,1.08226
1.08219,1.0822,1.082165,1.08227
1.082195,1.082155,1.082085,1.0822
1.08215,1.08214,1.082135,1.082195
1.082135,1.08198,1.08197,1.082135
1.081985,1.081945,1.0819,1.081985
1.081945,1.081955,1.081885,1.08202
1.08195,1.08197,1.08195,1.082045
1.081975,1.08195,1.081915,1.08204
1.08195,1.081905,1.0819,1.08199
1.08191,1.08196,1.081845,1.081975
1.081955,1.082065,1.0819,1.08208
1.08207,1.0818,1.08177,1.08208
1.081795,1.081695,1.08157,1.0818
1.08168,1.08154,1.081505,1.081695
1.08154,1.08165,1.08152,1.081685
1.08165,1.08186,1.081635,1.081865
1.08186,1.0818,1.08179,1.0819
1.081795,1.08165,1.0816,1.081795
1.08165,1.081585,1.08155,1.08166
1.08158,1.081505,1.081405,1.08158
1.0815,1.081595,1.081475,1.081605
1.081595,1.08149,1.08146,1.081605
1.081485,1.081555,1.08138,1.081575
1.081555,1.081715,1.081545,1.08172
1.08172,1.081715,1.081705,1.08178
1.08171,1.08167,1.08161,1.08172
1.081665,1.08182,1.08164,1.08184
1.08182,1.08188,1.081805,1.081895
1.081875,1.081835,1.08174,1.081875
1.081825,1.081845,1.081795,1.081885
1.081845,1.08187,1.0818,1.08189
1.081865,1.08193,1.0818,1.08193
1.081935,1.081975,1.081725,1.08198
1.08198,1.082085,1.081965,1.082095
1.082085,1.08198,1.081975,1.08218
1.081975,1.08199,1.08187,1.081995
1.08199,1.08212,1.08198,1.08215
1.082115,1.08193,1.081925,1.08223
1.081925,1.08239,1.08192,1.082425
1.082395,1.082505,1.082335,1.082535
1.0825,1.08254,1.08247,1.08258
1.082535,1.08261,1.0825,1.08266
1.082605,1.08259,1.08251,1.08263
1.082585,1.082575,1.08256,1.082685
1.082575,1.082415,1.08237,1.08258
1.08241,1.08241,1.082345,1.08242
1.08242,1.082385,1.08234,1.08244
1.082385,1.0824,1.08236,1.082435
1.082405,1.082375,1.082325,1.08241
1.08237,1.08208,1.082075,1.082415
1.082085,1.08238,1.081985,1.08242
1.082385,1.082425,1.08236,1.082435
1.08242,1.08257,1.08242,1.08273
1.082575,1.082655,1.082545,1.082695
1.08265,1.082575,1.082535,1.08271
1.08257,1.082655,1.082475,1.08266
1.08265,1.082755,1.08262,1.082795
1.08275,1.082495,1.082485,1.08277
1.0825,1.08245,1.08242,1.08253
1.082455,1.08238,1.082345,1.082455
1.082385,1.08245,1.08235,1.082465
1.082455,1.08251,1.08232,1.082515
1.082505,1.082445,1.0824,1.082505
1.08244,1.082395,1.08237,1.082515
1.08238,1.082415,1.082355,1.082445
1.082425,1.08246,1.08241,1.082515
1.082455,1.082525,1.08244,1.082525
1.082525,1.082535,1.08251,1.082615
1.082535,1.082705,1.08251,1.08274
1.0827,1.08271,1.08267,1.082765
1.082705,1.082605,1.0826,1.082705
1.082605,1.082675,1.08259,1.08269
1.082675,1.082605,1.08254,1.082675
1.0826,1.082625,1.082535,1.082625
1.082625,1.0825,1.0825,1.082625
1.0825,1.08255,1.08249,1.082565
1.08255,1.08269,1.082525,1.08269
1.082685,1.08266,1.08258,1.082685
1.08266,1.082725,1.082605,1.082735
1.08272,1.0825,1.082465,1.08285
1.082495,1.08247,1.08247,1.082565
1.082475,1.082505,1.082465,1.08253
1.08251,1.082515,1.08251,1.082675
1.082515,1.08265,1.08247,1.08266
1.082655,1.08277,1.08265,1.08279
1.082775,1.082685,1.08268,1.082785
1.08269,1.08265,1.082575,1.082695
1.082645,1.0825,1.0825,1.082645
1.0825,1.082835,1.082495,1.082865
1.08283,1.08259,1.08256,1.08283
1.08259,1.082515,1.082505,1.08262
1.08251,1.082585,1.082475,1.08263
1.082585,1.0825,1.082475,1.082635
1.082495,1.08261,1.082475,1.08263
1.08261,1.082615,1.08259,1.082665
1.082615,1.082595,1.082555,1.08268
1.0826,1.08265,1.082595,1.08275
1.082655,1.08253,1.082505,1.082655
1.08253,1.08262,1.08249,1.082695
1.08262,1.082555,1.082545,1.08262
1.08255,1.08251,1.082415,1.08258
1.08251,1.082645,1.08251,1.082665
1.08265,1.082665,1.082645,1.082715
1.08267,1.082715,1.082665,1.08272
1.082715,1.082835,1.082715,1.082835
1.082835,1.082645,1.08264,1.082865
1.08264,1.082665,1.082605,1.08272
1.08267,1.08264,1.082625,1.08271
1.08264,1.0826,1.082595,1.08264
1.0826,1.082545,1.08254,1.08261
1.08255,1.082475,1.082425,1.082595
1.08247,1.082395,1.08237,1.08248
1.082395,1.082395,1.08235,1.082445
1.0824,1.0824,1.082365,1.082425
1.0824,1.082505,1.082355,1.082525
1.0825,1.0825,1.082495,1.08253
1.082505,1.08244,1.08236,1.082505
1.082435,1.082335,1.082335,1.082445
1.08234,1.08239,1.082315,1.082405
1.082385,1.0825,1.08233,1.082505
1.08251,1.08245,1.082435,1.082515
1.082455,1.08259,1.082455,1.082605
1.08258,1.0825,1.08247,1.082585
1.082505,1.082485,1.082435,1.08252
1.08249,1.082605,1.082445,1.08262
1.0826,1.08256,1.08252,1.082655
1.082555,1.082625,1.08252,1.08263
1.082625,1.082555,1.082555,1.08263
1.082555,1.08259,1.082535,1.08259
1.0826,1.08259,1.08257,1.08261
1.08259,1.082585,1.08258,1.082625
1.08258,1.08263,1.08256,1.082725
1.082635,1.08265,1.082625,1.082675
1.08265,1.082655,1.08265,1.082675
1.082655,1.082645,1.08264,1.082655
1.082645,1.082685,1.082635,1.08271
1.08269,1.082815,1.082685,1.082815
1.082815,1.082755,1.082755,1.082815
1.082755,1.082685,1.082665,1.08276
1.08269,1.082635,1.082635,1.08269
1.082635,1.082645,1.082635,1.082655
1.082645,1.082745,1.082645,1.082765
1.082745,1.08272,1.082695,1.082745
1.082725,1.08272,1.0827,1.08274
1.082715,1.082735,1.08268,1.082775
1.082735,1.08272,1.08269,1.082735
1.08272,1.082765,1.08272,1.08277
1.082765,1.082855,1.082765,1.08287
1.08286,1.082975,1.082845,1.082985
1.082975,1.083065,1.08297,1.083065
1.083065,1.083065,1.083035,1.08307
1.083065,1.08318,1.083065,1.0832
1.08318,1.0832,1.08318,1.08322
1.0832,1.083185,1.083185,1.083235
1.08319,1.083205,1.08312,1.08321
1.0832,1.08327,1.083175,1.083275
1.083275,1.08333,1.083265,1.083335
1.083335,1.0835,1.08333,1.08352
1.0835,1.08352,1.083385,1.083535
1.083515,1.08361,1.08351,1.083625
1.08361,1.08348,1.083475,1.08362
1.08348,1.08339,1.08339,1.083485
1.08339,1.08347,1.083385,1.08347
1.08347,1.08334,1.08334,1.08347
1.083335,1.08327,1.08327,1.083335
1.08327,1.08323,1.08319,1.08327
1.083235,1.083165,1.083145,1.083245
1.08317,1.083195,1.08315,1.083315
1.0832,1.08326,1.083185,1.08327
1.083265,1.083255,1.08325,1.083335
1.08325,1.08323,1.08322,1.083265
1.08323,1.08326,1.08323,1.083265
1.08326,1.083265,1.083255,1.083265
1.083265,1.083275,1.083265,1.083295
1.08328,1.083285,1.083275,1.08333
1.08328,1.083335,1.08326,1.083425
1.08334,1.083185,1.08317,1.083345
1.083185,1.08309,1.082985,1.083195
1.083085,1.083165,1.083035,1.08317
1.083165,1.083125,1.08304,1.08317
1.08313,1.08307,1.083,1.08315
1.083075,1.083085,1.083035,1.08315
1.08309,1.08309,1.083075,1.083195
1.083085,1.083085,1.082955,1.083115
1.083065,1.08302,1.082865,1.08316
1.083035,1.082985,1.082795,1.083115
