open,close,low,high,volume
159.5965,159.4645,159.4615,159.5965,2140
159.4645,159.536,159.447,159.616,2284
159.5365,159.7405,159.532,159.7475,2298
159.7405,159.6275,159.599,159.7465,2353
159.625,159.5585,159.5585,159.671,2381
159.559,159.5705,159.451,159.5705,2479
159.572,159.5485,159.5485,159.6435,2366
159.548,159.4415,159.427,159.561,2440
159.442,159.3295,159.319,159.5375,2529
159.328,159.3235,159.307,159.403,3117
159.3245,159.269,159.238,159.3705,2642
159.2705,159.237,159.206,159.342,2601
159.2365,159.255,159.1205,159.2655,3036
159.2555,159.1875,159.1385,159.267,2523
159.187,159.0855,159.067,159.214,2421
159.0845,159.2895,159.019,159.3015,3323
159.2905,159.6,159.288,159.616,3998
159.599,159.7215,159.569,159.725,2967
159.722,159.745,159.7085,159.8125,3379
159.7455,159.764,159.713,159.839,2922
159.7635,159.748,159.704,159.8665,3241
159.7475,159.819,159.6895,159.819,3998
159.8185,159.937,159.8185,159.946,2789
159.9375,159.864,159.8215,159.938,2997
159.8625,159.9655,159.827,159.967,2679
159.965,160.4735,159.895,160.6045,3673
160.476,160.5535,160.361,160.574,4040
160.552,160.53,160.355,160.5935,4679
160.5325,160.552,160.5075,160.6865,3940
160.5505,160.453,160.382,160.587,3693
160.4495,160.302,160.2885,160.464,3809
160.3015,160.06,160.0515,160.326,3393
160.0595,160.1925,160.033,160.1975,3621
160.192,160.1415,160.0395,160.2465,3343
160.143,160.2855,160.127,160.3215,3259
160.2835,160.45,160.272,160.4775,2946
160.4505,160.538,160.3965,160.5665,3568
160.538,160.5575,160.462,160.606,3893
160.556,160.4755,160.418,160.5935,2915
160.475,160.4925,160.385,160.5455,3005
160.4915,160.5075,160.46,160.5735,2562
160.508,160.6145,160.474,160.6435,3284
160.614,160.5075,160.504,160.6735,2809
160.5065,160.3725,160.369,160.5495,2342
160.372,160.4235,160.308,160.425,2202
160.423,160.3875,160.3625,160.4905,1932
160.383,160.3245,160.3085,160.4205,2421
160.3215,160.296,160.2905,160.3715,1394
160.2965,160.3455,160.257,160.354,1810
160.3465,160.074,160.0245,160.3505,5585
160.0765,160.1305,160.069,160.258,3718
160.1285,160.2445,160.0955,160.332,3682
160.243,160.2715,160.226,160.3085,3172
